
01 Glückslos oder Niete_ES_Entwurf 1.txt	2	0.588
02 Was man zum eigenen Gewicht wissen sollte_ES_Entwurf 2_AC.txt	7	0.4928
wdr/hilfe/leichte-sprache/navigation-suche-100-clean.txt	2	0.7604
wdr/hilfe/leichte-sprache/alaaf-helau-karneval-102-clean.txt	4	0.339
wdr/hilfe/leichte-sprache/regeln-100-clean.txt	2	0.6478
wdr/hilfe/leichte-sprache/informationen-europawahl-100-clean.txt	2	0.3747
wdr/hilfe/leichte-sprache/inhalt-100-clean.txt	2	0.3296
wdr/hilfe/leichte-sprache/uebersicht-leichte-sprache-landtagswahl-100-clean.txt	2	0.1843
wdr/hilfe/leichte-sprache/karneval-wdr-angebote-100-clean.txt	2	0.4004
wdr/hilfe/leichte-sprache/uebersicht-leichte-sprache-jahresrueckblick-102-clean.txt	2	0.1557
wdr/hilfe/leichte-sprache/index-clean.txt	2	0.2009
wdr/hilfe/leichte-sprache/uebersicht-leichte-sprache-bundestagswahl-100-clean.txt	2	0.1811
wdr/hilfe/leichte-sprache/index-0-clean.txt	2	0.1989
wdr/hilfe/leichte-sprache/uebersicht-leichte-sprache-jahresrueckblick-100-clean.txt	2	0.1557
wdr/hilfe/leichte-sprache/barrierefreie-angebote-wdr-100-clean.txt	2	0.6312
wdr/hilfe/leichte-sprache/bundestagswahl/wie-wdr-kandidatencheck-nutzen-100-clean.txt	2	0.4359
wdr/hilfe/leichte-sprache/bundestagswahl/warum-kandidaten-ohne-video-100-clean.txt	2	0.2627
wdr/hilfe/leichte-sprache/bundestagswahl/was-ist-wdr-kandidatencheck-100-clean.txt	0	0.424
wdr/hilfe/leichte-sprache/bundestagswahl/leichte-sprache-linkliste-bundestagswahl-100-clean.txt	2	0.4235
wdr/hilfe/leichte-sprache/bundestagswahl/ueber-wahlseiten-122-clean.txt	2	0.3882
wdr/hilfe/leichte-sprache/landtagswahl/wahlbenachrichtigung-104-clean.txt	0	0.3822
wdr/hilfe/leichte-sprache/landtagswahl/wie-wahlergebnis-erfahren-100-clean.txt	0	0.4971
wdr/hilfe/leichte-sprache/landtagswahl/wen-waehlen-100-clean.txt	0	0.6151
wdr/hilfe/leichte-sprache/landtagswahl/warum-landtagswahl-100-clean.txt	0	0.5524
wdr/hilfe/leichte-sprache/landtagswahl/ueber-wahlseiten-102-clean.txt	2	0.2633
wdr/hilfe/leichte-sprache/landtagswahl/briefwahl-104-clean.txt	0	0.5714
wdr/hilfe/leichte-sprache/landtagswahl/wer-darf-waehlen-100-clean.txt	4	0.2007
